title,year,link,price,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric,engine_volume_num,brand,price_diff,is_bargain,car_age,price_per_year
Lexus lx 600,2021,https://kolesa.kz/a/show/216543841?search_id=8c823cb8bdcad811b06f27aec73840489347aa24&search_type=filter&advert_position=76,75000000,Костанай,30 апреля,1106,False,False,False,73055000.0,75 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),30000,Автомат,Полный привод,Слева,Не указан,Да,all,75000000,3.5,Lexus,-1945000.0,No,5,12500000.0
Bmw x5 m,2023,https://kolesa.kz/a/show/209339231?search_id=8c823cb8bdcad811b06f27aec73840489347aa24&search_type=filter&advert_position=77,101000000,Шымкент,30 апреля,21735,False,False,False,79103000.0,101 000 000 ₸,2023 - н.в. F95 рестайлинг,Кроссовер,4.4 (бензин),9900,Автомат,Полный привод,Слева,Не указан,Да,all,101000000,4.4,Bmw,-21897000.0,No,3,25250000.0
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/214064187?search_id=8c823cb8bdcad811b06f27aec73840489347aa24&search_type=filter&advert_position=78,71738000,Аксу,30 апреля,1937,False,False,True,65066000.0,71 738 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,71738000,3.0,Bmw,-6672000.0,No,3,17934500.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/213945858?search_id=8c823cb8bdcad811b06f27aec73840489347aa24&search_type=filter&advert_position=79,90138000,Семей,30 апреля,1770,False,False,True,79300000.0,90 138 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,90138000,3.0,Bmw,-10838000.0,No,4,18027600.0
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/213945872?search_id=8c823cb8bdcad811b06f27aec73840489347aa24&search_type=filter&advert_position=80,90138000,Экибастуз,30 апреля,1677,True,False,False,79300000.0,90 138 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,90138000,3.0,Bmw,-10838000.0,No,4,18027600.0
Land rover range rover autobiography,2021,https://kolesa.kz/a/show/217205976?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=85,137094000,Атырау,30 апреля,498,True,False,False,79103000.0,137 094 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),20,Автомат,Полный привод,Слева,Черный металлик,Да,all,137094000,4.4,Land,-57991000.0,No,5,22849000.0
Infiniti qx80,2024,https://kolesa.kz/a/show/214043917?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=86,76990000,Уральск,30 апреля,1278,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/215664918?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=87,81535000,Актобе,30 апреля,277,False,False,True,79300000.0,81 535 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),12,Автомат,Полный привод,Слева,Не указан,Да,all,81535000,3.0,Bmw,-2235000.0,No,4,16307000.0
Land rover range rover sport,2022,https://kolesa.kz/a/show/218283699?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=88,72000000,Алматы,30 апреля,114,False,False,False,71247000.0,72 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),15000,Автомат,Полный привод,Слева,Не указан,Да,all,72000000,3.0,Land,-753000.0,No,4,14400000.0
Toyota land cruiser,2021,https://kolesa.kz/a/show/217030417?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=89,64000000,Астана,30 апреля,1111,False,False,False,67236000.0,64 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),11000,Автомат,Полный привод,Слева,Черный металлик,Да,all,64000000,3.5,Toyota,3236000.0,No,5,10666666.666666666
Bmw xm 50e,2022,https://kolesa.kz/a/show/217763042?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=90,102271014,Шымкент,30 апреля,571,True,False,False,79103000.0,102 271 014 ₸,2022 - н.в. 1 поколение,Внедорожник,3 (гибрид),0,Автомат,Полный привод,Слева,Черный металлик,Да,all,102271014,3.0,Bmw,-23168014.0,No,4,20454202.8
Mercedes-benz amg gt,2017,https://kolesa.kz/a/show/217681502?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=91,61000000,Алматы,30 апреля,39,False,False,False,79103000.0,61 000 000 ₸,2017 - 2024 1 поколение рестайлинг,Купе,4 (бензин),37000,Робот,Задний привод,Слева,Серый металлик,Да,all,61000000,4.0,Mercedes-benz,18103000.0,Yes,9,6100000.0
Toyota land cruiser luxe,2021,https://kolesa.kz/a/show/217176952?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=92,62000000,Астана,30 апреля,281,True,False,False,52628000.0,62 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),23005,Автомат,Полный привод,Слева,Не указан,Да,all,62000000,3.5,Toyota,-9372000.0,No,5,10333333.333333334
Infiniti qx80 sensory,2024,https://kolesa.kz/a/show/208861201?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=93,76990000,Алматы,30 апреля,4355,False,False,True,79103000.0,76 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,76990000,3.5,Infiniti,2113000.0,No,2,25663333.333333332
Mercedes-benz gle 53 amg 4matic,2019,https://kolesa.kz/a/show/210425685?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=94,84133060,Алматы,30 апреля,5551,False,False,True,79103000.0,84 133 060 ₸,2019 - н.в. V167,Кроссовер,3 (бензин),7,Автомат,Полный привод,Слева,Серый металлик,Да,all,84133060,3.0,Mercedes-benz,-5030060.0,No,7,10516632.5
Land rover defender x-dynamic se,2019,https://kolesa.kz/a/show/212455553?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=95,81180000,Астана,30 апреля,2314,False,False,True,79103000.0,81 180 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),1,Автомат,Полный привод,Слева,Белый,Да,all,81180000,3.0,Land,-2077000.0,No,7,10147500.0
Mercedes-maybach gls 600,2019,https://kolesa.kz/a/show/212071641?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=96,135000000,Алматы,30 апреля,5412,False,False,False,79103000.0,135 000 000 ₸,2019 - н.в. 1 поколение,Внедорожник,4 (гибрид),2000,Автомат,Полный привод,Слева,Черный,Да,all,135000000,4.0,Mercedes-maybach,-55897000.0,No,7,16875000.0
Volkswagen crafter,2016,https://kolesa.kz/a/show/166796887?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=97,64500000,Алматы,30 апреля,8922,False,False,False,79103000.0,64 500 000 ₸,2016 - н.в. 2 поколение,Фургон,2 (дизель),53500,Автомат,Передний привод,Слева,Серый металлик,Да,all,64500000,2.0,Volkswagen,14603000.0,Yes,10,5863636.363636363
Bmw x5 xdrive 40i,2023,https://kolesa.kz/a/show/216241038?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=98,65000000,Астана,30 апреля,717,True,False,False,79103000.0,65 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),28,Автомат,Полный привод,Слева,Не указан,Нет,all,65000000,3.0,Bmw,14103000.0,Yes,3,16250000.0
Porsche taycan turbo s,2019,https://kolesa.kz/a/show/209396637?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=99,118900000,Алматы,30 апреля,3392,False,False,True,79103000.0,118 900 000 ₸,2019 - н.в. 1 поколение (Y1A),Седан,Не указан,0,Автомат,Полный привод,Слева,Серый,Да,all,118900000,3.5,Porsche,-39797000.0,No,7,14862500.0
Bmw m3,2020,https://kolesa.kz/a/show/202486679?search_id=f15d0ee53bf495829642add6daa83fa76364d41c&search_type=filter&advert_position=100,85000000,Алматы,30 апреля,1698,False,False,False,79103000.0,85 000 000 ₸,2020 - н.в. G80,Универсал,3 (бензин),8000,Автомат,Полный привод,Слева,Не указан,Да,all,85000000,3.0,Bmw,-5897000.0,No,6,12142857.142857144
Audi rs q8,2019,https://kolesa.kz/a/show/212760175?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=105,120000000,Алматы,30 апреля,5445,False,False,True,79103000.0,120 000 000 ₸,2019 - н.в. 1 поколение (4MN),Внедорожник,4 (бензин),0,Автомат,Полный привод,Слева,Черный,Да,all,120000000,4.0,Audi,-40897000.0,No,7,15000000.0
Infiniti qx80 sensory,2024,https://kolesa.kz/a/show/213371510?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=106,64799000,Алматы,30 апреля,2775,True,False,False,79103000.0,64 799 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Белый металлик,Нет,all,64799000,3.5,Infiniti,14304000.0,Yes,2,21599666.666666668
Bmw x5,2018,https://kolesa.kz/a/show/217768681?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=107,69800000,Алматы,30 апреля,886,False,False,False,79103000.0,69 800 000 ₸,2018 - н.в. G05,Кроссовер,4.4 (бензин),4800,Автомат,Полный привод,Слева,Серый,Да,all,69800000,4.4,Bmw,9303000.0,Yes,8,7755555.555555556
Mercedes-benz gls 63 amg,2019,https://kolesa.kz/a/show/217631758?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=108,95000000,Астана,30 апреля,394,False,False,False,79103000.0,95 000 000 ₸,2019 - н.в. X167,Внедорожник,4 (бензин),22000,Автомат,Полный привод,Слева,Черный,Да,all,95000000,4.0,Mercedes-benz,-15897000.0,No,7,11875000.0
Mercedes-benz s 450,2020,https://kolesa.kz/a/show/213653940?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=109,79000000,Алматы,30 апреля,2457,False,False,False,79319000.0,79 000 000 ₸,2020 - н.в. W223,Седан,3 (бензин),27000,Автомат,Полный привод,Слева,Черный металлик,Да,all,79000000,3.0,Mercedes-benz,319000.0,No,6,11285714.285714285
Infiniti qx80,2024,https://kolesa.kz/a/show/218708689?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=110,62500000,Алматы,30 апреля,58,False,False,False,69924000.0,62 500 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),24000,Автомат,Полный привод,Слева,Не указан,Да,all,62500000,3.5,Infiniti,7424000.0,Yes,2,20833333.333333332
Cadillac escalade,2020,https://kolesa.kz/a/show/217526242?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=112,62000000,Алматы,30 апреля,393,False,False,False,54294000.0,62 000 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),70000,Автомат,Полный привод,Слева,Черный,Да,all,62000000,6.2,Cadillac,-7706000.0,No,6,8857142.857142856
Bmw xm,2022,https://kolesa.kz/a/show/218212831?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=113,115000000,Шымкент,30 апреля,237,False,False,False,96699000.0,115 000 000 ₸,2022 - н.в. 1 поколение,Внедорожник,4.4 (гибрид),9000,Автомат,Полный привод,Слева,Не указан,Да,all,115000000,4.4,Bmw,-18301000.0,No,4,23000000.0
Bmw x5,2024,https://kolesa.kz/a/show/214064151?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=114,77702000,Экибастуз,30 апреля,1613,True,False,False,79103000.0,77 702 000 ₸,,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,77702000,3.0,Bmw,1401000.0,No,2,25900666.666666668
Bmw x7 xdrive 40i,2022,https://kolesa.kz/a/show/212936410?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=115,90138000,Павлодар,30 апреля,3957,False,False,True,79300000.0,90 138 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),0,Автомат,Полный привод,Слева,Не указан,Да,all,90138000,3.0,Bmw,-10838000.0,No,4,18027600.0
Bmw 850,2018,https://kolesa.kz/a/show/218644882?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=116,73000000,Алматы,30 апреля,56,False,False,False,79103000.0,73 000 000 ₸,2018 - н.в. G15,Купе,4.4 (бензин),36000,Автомат,Полный привод,Слева,Голубой,Да,all,73000000,4.4,Bmw,6103000.0,Yes,8,8111111.111111111
Mercedes-benz s 450 4matic,2020,https://kolesa.kz/a/show/164329402?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=117,110000000,Астана,30 апреля,4304,False,False,True,79103000.0,110 000 000 ₸,2020 - н.в. W223,Седан,3 (бензин),0,Автомат,Полный привод,Слева,Коричневый металлик,Да,all,110000000,3.0,Mercedes-benz,-30897000.0,No,6,15714285.714285715
Ford f-series,2020,https://kolesa.kz/a/show/214300093?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=118,60000000,Алматы,30 апреля,403,False,False,False,52843000.0,60 000 000 ₸,2020 - н.в. 14 поколение,Пикап,3.5 (бензин),45000,Автомат,Полный привод,Слева,Красный металлик,Да,all,60000000,3.5,Ford,-7157000.0,No,6,8571428.57142857
Infiniti qx80,2024,https://kolesa.kz/a/show/212197819?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=119,69000000,Астана,30 апреля,3463,True,False,False,79103000.0,69 000 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),0,Автомат,Полный привод,Слева,Не указан,Нет,all,69000000,3.5,Infiniti,10103000.0,Yes,2,23000000.0
Mercedes-benz sl 420,2016,https://kolesa.kz/a/show/202674651?search_id=2bd2911844d55d246ac40f60706891054ea53e8e&search_type=filter&advert_position=120,89000000,Алматы,30 апреля,401,False,False,False,79103000.0,89 000 000 ₸,2016 - н.в. R231 рестайлинг,Родстер,2 (бензин),15000,Робот,Задний привод,Слева,Не указан,Да,all,89000000,2.0,Mercedes-benz,-9897000.0,No,10,8090909.090909091
