title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Mercedes-Benz V 300 Exclusive,2014,https://kolesa.kz/a/show/193695288?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=25,74 306 120₸,,,Алматы,30 апреля,4046,FALSE,FALSE,TRUE,,,74 306 120 ₸,2014 - н.в. W447,Минивэн,2 (дизель),5 км,Автомат,Полный привод,Слева,синий,Да,all,74306120
Mercedes-Maybach GLS 600 4MATIC,2019,https://kolesa.kz/a/show/198299503?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=26,159 000 000₸,,,Алматы,30 апреля,10800,TRUE,FALSE,FALSE,,,159 000 000 ₸,2019 - н.в. 1 поколение,Внедорожник,4 (гибрид),,Автомат,Полный привод,Слева,черный металлик,Да,all,159000000
Porsche Macan Turbo,2024,https://kolesa.kz/a/show/215956970?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=27,101 220 000₸,,,Алматы,30 апреля,856,FALSE,FALSE,TRUE,,,101 220 000 ₸,2024 - н.в. 2 поколение,Кроссовер,,,Автомат,Полный привод,Слева,серый металлик,Да,all,101220000
Mercedes-Benz S 450,2020,https://kolesa.kz/a/show/186071268?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=28,71 000 000₸,,,Астана,30 апреля,841,FALSE,FALSE,FALSE,,69 375 000 ₸,71 000 000 ₸,2020 - н.в. W223,Седан,3 (бензин),23 000 км,Автомат,Полный привод,Слева,серый,Да,all,71000000
Lexus LX 600,2021,https://kolesa.kz/a/show/176259500?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=29,83 300 000₸,,,Костанай,30 апреля,2684,FALSE,FALSE,FALSE,,79 103 000 ₸,83 300 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),19 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,83300000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/216275160?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=30,68 300 000₸,584 021₸/мес,74%,Алматы,30 апреля,2548,FALSE,FALSE,FALSE,584 021₸,67 236 000 ₸,68 300 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),10 500 км,Автомат,Полный привод,Слева,черный металлик,Да,all,68300000
Porsche Cayenne,2017,https://kolesa.kz/a/show/185520711?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=31,110 000 000₸,,,Алматы,30 апреля,459,FALSE,FALSE,FALSE,,,110 000 000 ₸,2017 - н.в. 3 поколение (9YA),Кроссовер,4 (бензин),8 000 км,Автомат,Полный привод,Слева,,Да,all,110000000
BMW X5,2023,https://kolesa.kz/a/show/204042459?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=32,70 550 000₸,584 021₸/мес,74%,Алматы,30 апреля,378,FALSE,FALSE,FALSE,584 021₸,65 066 000 ₸,70 550 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),7 км,Автомат,Полный привод,Слева,черный металлик,Да,all,70550000
BMW X5,2023,https://kolesa.kz/a/show/213136340?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=33,68 000 000₸,584 021₸/мес,74%,Усть-Каменогорск,30 апреля,2706,FALSE,FALSE,FALSE,584 021₸,65 066 000 ₸,68 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),16 500 км,Автомат,Полный привод,Слева,серый,Да,all,68000000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/213945864?search_id=4c1988cc1daca74d2c7b0b60170462f4e087fd12&search_type=filter&advert_position=34,90 138 000₸,,,Кокшетау,30 апреля,1732,FALSE,FALSE,TRUE,,79 300 000 ₸,90 138 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,90138000
